id,song,rock
1174,Los Lobos - Let's Say Goodnight,0.146857
832,Gaither Vocal Band - Swing Down Chariot,0.146078
1343,The Beatles - Something,0.146009
337,Bonerama - Funky Miracle,0.145874
438,Reuben Morgan - My Redeemer Lives,0.145676
1532,No Age - I Wanna Sleep,0.144911
1597,Vicious Circles - Vicious Circles (Ryan Blair Mix),0.144332
301,Maynard Ferguson - The Wailing Boat (Live),0.144257
1539,The Association - Never My Love,0.144054
325,John Scofield - Boozer,0.142935
1777,Kate Nash - Pumpkin Soup,0.142848
156,Justin Hinds & The Dominoes - Carry Go Bring Come (Ska Version),0.142837
108,Celia Cruz & Tito Puente - La Plena Bomba Me Llama,0.142398
185,Chubby Checker - Limbo Rock,0.142173
795,Carlton Pearson - We've Come This Far By Faith,0.14213
898,Kidz In The Hall - Don't Stop,0.141633
1627,Tim Hughes - Here I am to Worship,0.141275
117,Sharon Jones & The Dap-Kings - Be Easy,0.140292
199,Sheryl Crow (Holiday) - Run Rudolph Run,0.140092
360,Assemblage 23 - Damaged,0.140062
1100,Novakill - Why Won't You Die!?!,0.140018
350,Seal - Wild,0.139423
890,Dan The Automator - Champions (Instrumental),0.139356
706,Al Stewart - Time Passages,0.139228
194,Jackson 5 - Abc,0.139107
1644,Tokyo Police Club - Citizens Of Tomorrow,0.138788
445,David Wilcox - Rusty Old American Dream,0.138741
932,Peaches & Herb - Shake Your Groove Thing,0.138522
781,Katalyst - Break Up,0.138161
237,Victor Manuelle - Tengo,0.138149
1355,James Brown - Get Up Offa That Thing,0.138064
398,Dj Alibi - Eglinton West Blues,0.137883
1381,Granite & Phunk - Knock You Over,0.137845
1573,Andrae Crouch - Soon And Very Soon,0.136044
1105,John Butler Trio - Funky Tonight,0.135214
307,The Paul Butterfield Blues Band - Help Me,0.135104
267,The Bamboos - Tighten Up,0.134783
694,L.T.D. - Back In Love Again,0.134672
29,Willie Colon & Ruben Blades - Ojos,0.134134
43,Ella Fitzgerald - Darn That Dream,0.133854
1427,Jr. Walker & The All Stars - What Does It Take,0.13338
1499,Van Morrison - Tupelo Honey,0.131743
828,Port O'Brien - Anchor,0.131336
1467,Passion - All Creatures Of Our God And King,0.1312
727,Fugazi - Suggestion,0.1311
30,Willie Colon & Ruben Blades - Pedro Navaja,0.130297
592,The Mission UK - Love Me To Death,0.13025
368,The Seldom Scene - Maybe You Will Change Your Mind,0.129606
56,Whitney Houston (Holiday) - Do You Hear What I Hear?,0.129476
1553,Toots & The Maytals - Still Is Still Moving To Me (feat. Willie Nelson),0.129471
1592,System F - Out Of The Blue,0.129388
1337,The Beatles - Get Back (Love Version),0.129369
468,Soda Stereo - Paseando Por Roma,0.129241
714,The National - Slow Show,0.128829
1153,Patrick Lundy - That's Who He Is (Live),0.128806
92,R.L. Burnside - When My First Wife Left Me,0.128685
1783,The Dubs - Chapel Of Dreams,0.128588
716,HH - Planetary,0.128316
410,Wumpscut - Golgotha,0.127893
1327,The Beatles - Day Tripper,0.127732
1375,Bunny Berigan - Sobbin' Blues,0.127375
1346,The Beatles - Love Me Do,0.127279
1374,Bunny Berigan - Plantation Moods,0.127257
310,Binary Finary - 1999,0.126926
519,Sonny Rollins - Pent Up House,0.126513
595,"Boyce, William - Trio Sonata No. 9 In C Major",0.126419
1834,Avril Lavigne - Contagious,0.12604
555,Provision - Visualize,0.125947
335,Bonerama - Crosstown Traffic,0.125803
1838,Avril Lavigne - Sk8er Boi,0.125639
1461,Del Tha Funkee Homosapien - Jaw Gymnastics (feat. Casual),0.125168
1716,Junior Brown - Broke Down South Of Dallas,0.124238
290,"Josh White - Bonbons, Chocolate, And Chewing Gum",0.124087
1142,Lou Blackburn - Secret Love,0.124069
55,Eazy-E - Eazy-Er Said Than Dunn,0.123967
989,Rogue Wave - Nourishment Nation,0.12341
1611,John Tesh - God Of Wonders,0.123271
605,The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.123266
334,Bonerama - Cabbage Alley,0.122811
743,Lee Morgan Quintet - The Gigolo,0.122437
1434,Eric Harringer & John Paul Lacey - Ageless,0.121395
206,J-Dilla - Make Em Nv,0.121323
207,J-Dilla - Make'em Nv [Instrumental],0.121323
121,Sharon Jones & The Dap-Kings - Nobody's Baby,0.121095
182,Steve Winwood - While You See A Chance,0.121046
362,Assemblage 23 - Opened,0.12102
864,The Allman Brothers Band - Long Time Gone,0.120932
1049,Dire Straits - Sultans Of Swing,0.120925
1363,Michael Jackson (Holiday) - Little Christmas Tree,0.120699
902,Dredg - Sang Real (Live),0.120571
1185,Hillsong & Delirious? - I Could Sing Of Your Love Forever,0.120519
657,Jimmy Ruffin - What Becomes Of The Brokenhearted,0.120346
17,Little Milton - My Back Scratcher,0.120275
1782,Goodie Mob - The Day After,0.120172
929,Los Rieleros Del Norte - El Amor No Se Vende,0.119396
1189,Covenant - Dead Stars (Version),0.119357
1534,Klute - Crosby,0.11905
1720,Junior Brown - I Hung It Up,0.119006
1200,Tommy Johnson - Maggie Campbell,0.118197
304,XTC - Chalkhills And Children,0.117947
458,Jars Of Clay (Holiday) - I Heard The Bells On Christmas Day,0.117923
908,Branford Marsalis - Swingin' At The Haven,0.117272
1258,Prince - Let's Work,0.116411
700,Booker Ervin - Lynn's Tune,0.116401
821,!!! (Chk Chk Chk) - Me And Giuliani Down By The School Yard (A True Story),0.116325
1202,Kathleen Edwards - Oh Canada,0.116231
490,Catie Curtis - Fall Away,0.11608
684,Jimmy Buffett - Come Monday,0.11598
300,Maynard Ferguson - Everybody Moan,0.115458
1459,Del Tha Funkee Homosapien - If You Must,0.11541
1715,Junior Brown - Freedome Machine,0.11528
370,Luis Miguel - Ahora Te Puedes Marchar (I Only Want To Be With You),0.115205
1496,Van Morrison - Days Like This,0.114144
621,Ben Jelen - Where Do We Go,0.114028
228,Johannes Linstead - La Rumbita,0.113637
386,Chayanne - Un Siglo Sin Ti,0.112989
817,Your Vegas - Troubled Times,0.11293
1340,The Beatles - Let It Be,0.112696
211,Leftover Salmon - Midnight Blues (feat. Del & Ronnie McCoury),0.112597
323,John Scofield - A Go Go,0.112215
1762,Lefty Frizzell - I Love You A Thousand Ways,0.112035
495,Eddie Boyd - Best I Could,0.111865
93,Black Sheep - The Choice Is Yours (Album Version),0.111505
1393,Marvin Sapp - Give Thanks,0.111403
1545,Marty Robbins (Holiday) - The Joy Of Christmas,0.111073
324,John Scofield - Beep Beep,0.110804
704,Al Stewart - Broadway Hotel,0.110168
244,Jason Aldean - Laughed Until We Cried,0.109723
1705,Robert Earl Keen - Corpus Christi Bay,0.109235
1548,Toots & The Maytals - Funky Kingston,0.109086
1068,Nitty Gritty Dirt Band - Mr. Bojangles,0.109014
806,Hazel Dickens & Alice Gerrard - I Just Got Wise,0.108252
342,Chick Corea Elektric Band - Lifescape,0.107799
1075,Johnny Adams - Not Trustworthy (A Lyin' Woman),0.107429
193,Jackson 5 - Oh How Happy,0.106187
1062,Nitty Gritty Dirt Band - Togary Mountain,0.105884
1260,Mumbles - Prema's Dilema,0.105786
1570,Staind - Right Here,0.105558
708,"Cher - Gypsys, Tramps & Thieves",0.105393
170,"Rachmaninov, Sergey - Etudes-tableaux, For Piano, Op. 33",0.104629
527,John Danley - Hickory,0.104321
918,"Dan Crary - The Fermoy Lass, The Man Of The House",0.104127
394,Albert King - Jam In A-Flat,0.10325
628,Moonspell - Sons Of Earth,0.103187
120,Sharon Jones & The Dap-Kings - How Long Do I Have To Wait For You?,0.10298
547,Loudon Wainwright III - The Swimming Song,0.102715
987,Rogue Wave - Endgame,0.102701
1724,Junior Brown - You Didn't Have To Go All The Way,0.102016
499,"Crosby, Stills, Nash & Young - Woodstock",0.101896
1066,Nitty Gritty Dirt Band - Wildwood Flower,0.10171
741,Phil Collins - Do You Remember?,0.101352
1458,Del Tha Funkee Homosapien - Burnt (feat. The Hyrogliphics),0.101131
827,Jon Bon Jovi (Holiday) - Please Come Home For Christmas,0.100869
614,Rah - Wave,0.100507
1662,George Acosta - Tranzy State Of Mind (Club Mix),0.100471
389,Euge Groove - Get Em Goin',0.099821
830,Port O'Brien - Tree Bones,0.099714
1235,Clifford Brown - Hymn Of The Orient,0.099514
1564,Traffic - Pearly Queen,0.09942
119,"Sharon Jones & The Dap-Kings - 100 Days, 100 Nights",0.099301
823,Imogen Heap - The Walk,0.099091
1665,Grandmaster Flash & The Furious Five - Freedom,0.098977
1668,Brett Dennen - Ain't No Reason,0.098693
385,Chayanne - Dejaria Todo,0.098327
707,Al Stewart - Year Of The Cat,0.098066
472,Benny Carter - Long Ago And Far Away,0.097868
1045,Blackmore's Night (Holiday) - We Three Kings,0.097371
1155,Lindsay Lohan - Rumors,0.097214
83,Asleep At The Wheel - Cotton-Eyed Joe,0.096975
955,Neil Young - Cripple Creek Ferry,0.09679
1480,Stevie Wonder - Overjoyed,0.096648
1617,Public Enemy - Can't Truss It,0.096603
397,Smokie Norful - I Understand,0.096571
1743,Nine Inch Nails - Slipping Away,0.096526
1728,Eddie Fisher (Holiday) - My Favorite Things,0.095981
238,Victor Manuelle - Como Una Estrella,0.095336
272,Lucy Kaplansky - When I Get To The Border,0.095268
1097,Johnny Maestro & The Crests - Angels Listened In,0.094711
1315,Lee Morgan - Sneaky Pete,0.094282
1058,Brian Eno - Neroli,0.093878
421,Hank Williams III - Honky Tonk Girls,0.093338
1749,Explosions In The Sky - A Slow Dance,0.092956
1591,Bryan Lee - Just Like A Fish,0.092928
574,Paul Oakenfold - Faster Kill Pussycat,0.0926
1542,Mary Lou Lord - Cold Kilburn Rain,0.092242
396,Smokie Norful - Celebrate,0.091813
1344,The Beatles - Two Of Us,0.091574
565,Alison Krauss - Don't Follow Me,0.091279
1367,"The Cambridge Singers & Orchestra (Holiday) - Good Christian Men, Rejoice",0.091097
1578,Death Vessel - Dancers All,0.090859
1563,Sarah McLachlan - Building A Mystery,0.090823
1250,Mercyme - Here With Me,0.089449
1159,"Harry Connick, Jr. - It Had To Be You",0.089392
581,Mary Chapin Carpenter - Right Now,0.089271
702,Chris Bocast - Quantum Entanglement,0.089062
956,Tex Ritter - I've Found A New Baby (Instrumental),0.089035
318,Benny Page - Neck Breaker,0.088983
273,Lucy Kaplansky - Written On The Back Of His Hand,0.088836
1648,Tokyo Police Club - Be Good,0.088582
1096,Patra - Romantic Call,0.088425
576,Paul Oakenfold - Sex 'n' Money,0.088398
518,Sonny Rollins - Paradox,0.088295
888,Little Walter - Blue Baby Hard Times,0.088201
1601,Milt Jackson - Namesake,0.088074
210,Leftover Salmon - Bend In The River (Live),0.087963
965,Skafish (Holiday) - Jingle Bells,0.087524
258,Antonio Carlos Jobim - Por Toda Minha Vida,0.087522
589,Mickey Hart & Zakir Hussain - Dances With Wood,0.087515
1524,Marvin Gaye - Mercy Mercy Me,0.087423
712,The National - Green Gloves,0.087391
717,Spyro Gyra - Believe,0.086818
1329,The Beatles - I'll Follow The Sun,0.08658
1275,Laurie Z. - The Mysterious Painter,0.086518
1523,Marvin Gaye - Let's Get It On,0.086356
554,Lyle Lovett - That's Right (You're Not From Texas),0.08594
1658,George Acosta - Another Way (Club Mix),0.085829
751,Tommy Emmanuel - The Hunt,0.085727
903,Loquat - Change The Station,0.085499
1076,"Jim Jackson - Bye, Bye, Policeman",0.085285
485,Irish Rovers (Holiday) - God Rest Ye Merry Gentlemen,0.085174
1746,Nine Inch Nails - Closer,0.084643
382,Michael Martin Murphey - Tumbling Tumbleweeds,0.084454
815,Your Vegas - In My Head,0.084385
1398,The Supremes - Where Did Our Love Go,0.083986
912,Dan Crary - Hot Pursuit,0.083865
281,Otis Spann - Rock Me Mama,0.083741
762,Christa DeErynn - Sweet Lies,0.08362
317,Kenny Rogers (Holiday) - White Christmas,0.083092
392,Albert King - Born Under A Bad Sign (Live),0.082917
1673,Jimmy Forrest - By The River Sainte Marie,0.082257
930,Los Rieleros Del Norte - Fue Mentira,0.081923
1803,Jim Henry+Brooks Williams - Gender Bender,0.081699
236,Victor Manuelle - Sin Querer Queriendo,0.08162
1829,Wreckless Eric - Excuse Me,0.08155
1663,Gnarls Barkley - Crazy,0.08077
969,Enanitos Verdes - Lamento Boliviano,0.080682
1247,Gouryella - Walhalla,0.08034
1310,Billy Preston - Outa-Space,0.079898
1394,Marvin Sapp - Perfect Peace,0.07968
1525,Marvin Gaye - How Sweet It Is (To Be Loved By You),0.079515
1047,Dave Biller & Jeremy Wakefield - Martian Guts,0.079435
804,Ralph Stanley & The Clinch Mountain Boys - Stone Walls And Steel Bars,0.078864
359,Assemblage 23 - Cocoon,0.078764
546,Loudon Wainwright III - Grey In L.A.,0.078696
1002,Cornel Campbell - Concrete Jungle,0.078598
143,Slim Harpo - You Can't Make It,0.077797
513,Sonny Rollins - Ev'ry Time We Say Goodbye,0.077594
1417,The Rolling Stones - Ruby Tuesday,0.077274
641,Dean Martin - Ain't That A Kick In The Head,0.077265
164,Finbar & Eddie Furey - Curragh Of Kildare,0.077092
510,Sonny Rollins - On Green Dolphin Street,0.076865
1651,Ambrosia - How Much I Feel,0.076858
191,Jackson 5 - Dancing Machine,0.076514
85,Question Mark and the Mysterians - 96 Tears,0.076227
729,Balearic Bill - Destination Sunshine,0.075372
84,Asleep At The Wheel - Stay All Night,0.075282
616,The Crests - Angels Listened In,0.075206
802,Ralph Stanley & The Clinch Mountain Boys - I Am Weary,0.075204
1479,Stevie Wonder - My Cherie Amour,0.075061
1849,Charanga La Tapa - Vamono's Pa'l Monte,0.074795
1169,Cal Tjader - Sambo Do Suenho,0.074524
1736,Preston Reed - Ladies Night,0.07422
971,Roni Size & Reprazent - Brown Paper Bag (Roni Size Full Rap Remix),0.073337
213,DJ Muggs Vs GZA - Unstoppable Threats (Instrumental),0.072873
21,RJD2 - Ghostwriter (Remix),0.072523
1261,A Teens - S.O.S,0.072344
623,Hank Williams Jr. - Whiskey Bent And Hell Bound,0.07215
1485,Betty Everett - The Shoop Shoop Song (It's In His Kiss),0.072113
163,Leftfield - Swords,0.071817
195,The Jackson Southernaires - I Need You To Hold My Hand,0.0718
503,Stars Of The Lid - A Lovesong (For Cubs)+? Part 3,0.071772
212,Leftover Salmon - Steam Powered Aeroplane (Live),0.071526
1821,Sam Bush - Same Ol' River (live),0.071418
1571,Staind - Take This,0.071399
931,Los Rieleros Del Norte - Me Quieres Matar De Celos,0.071306
1505,Juno Reactor - Conga Fury (Animatrix Mix),0.070907
292,Josh White - New Milk Cow Blues,0.070883
560,Alison Krauss - Endless Highway,0.070846
822,!!! (Chk Chk Chk) - Hello? Is This Thing On,0.070395
232,Dave Swarbrick - Two Magicians,0.070386
349,Seal - Love's Divine (Live),0.07016
142,"Slim Harpo - Tip On In, Part 1",0.069508
1129,Christopher Lawrence - Ride The Light,0.069229
68,Outkast - Ms. Jackson,0.069217
1718,Junior Brown - Gotta Get Up Everymorning,0.069185
150,Waylon Jennings - T For Texas (Blue Yodel No. 1) (live),0.068966
263,Antonio Carlos Jobim - Children's Games,0.068723
216,The Warlocks - Gypsy Nightmare,0.068616
57,Whitney Houston (Holiday) - Joy To The World,0.068521
1677,Doc Watson - Billy In The Low Ground (Live),0.068348
838,Teddy Wilson - Flyin' Home,0.068176
534,Old Crow Medicine Show - Take 'Em Away,0.06815
379,Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.067793
1359,John Michael Montgomery - Angel In My Eyes,0.067753
1555,Toots & The Maytals - Schooldays,0.067633
850,The Pharcyde - Ya Mama (Instrumental),0.067618
1131,Maxine Nightingale - Right Back Where We Started From,0.067523
1657,George Acosta - Silence (DJ Tiesto's In Search Of Sunrise Remix),0.067393
134,Kasey Chambers - Nothing At All,0.067367
1753,Roomful Of Blues (Holiday) - Have Yourself A Merry Little Christmas,0.067172
867,Kate Havnevik - Sleepless,0.066669
1822,Sam Bush - The Dolphin Dance,0.066649
1262,Our Brother The Native - We Are The Living,0.066627
113,Robert Johnson - I'm A Steady Rollin' Man,0.066371
384,Chayanne - Atado A Tu Amor,0.06632
909,John McEuen - Ryan William's Arrival In America,0.06629
1598,Milt Jackson - Bags Of Blue (Live),0.06568
1425,Fastball - Which Way To The Top,0.065401
1701,Tim Track - Panic Voice,0.065241
928,Los Rieleros Del Norte - Caballo De Espadas,0.065199
54,The League - Hey Conductor,0.064948
563,Alison Krauss - Foolish Heart,0.064615
1631,Rihanna - Shut Up And Drive,0.064489
1750,Frank Foster - John R. And Garfield,0.064281
917,Dan Crary - Senso Unico,0.064116
1046,Blackmore's Night (Holiday) - Hark The Herald Angels Sing ? Come All Ye Faithful,0.064112
1069,Nitty Gritty Dirt Band - One Sure Honest Line,0.064024
66,Outkast - The Whole World,0.063953
1721,Junior Brown - My Wife Thinks Your Dead,0.063919
374,Robert Shaw Chorale (Holiday) - Carol Of The Bells ? Deck The Halls,0.063916
1624,Iron & Wine - Faded From The Winter,0.063766
1160,"Harry Connick, Jr. - I Could Write A Book",0.063717
1042,Blackmore's Night (Holiday) - Ding Dong Merrily On High,0.063577
1609,Ben Webster - Tenderly,0.063549
1399,The Fray - How To Save A Life,0.063279
1745,Nine Inch Nails - Zero Sum (Stephen Morris & Gillian Gilbert Remix),0.063266
511,Sonny Rollins - 'Round Midnight,0.063195
1144,"Diego El Cigala - Ana, Dolores Y Aurora",0.063063
967,"Skafish (Holiday) - O Come, O Come Emmanuel",0.062307
1460,Del Tha Funkee Homosapien - Phoney Phranchise,0.06229
276,Jo Dee Messina - Lesson In Leavin',0.06218
239,Empirical Labs - Turtle Beach (Original Mix),0.062159
1051,Dire Straits - So Far Away,0.061871
1439,Hezekiah Jones - Postpone,0.061841
1511,Furry Lewis - Goin' To Kansas City,0.061773
1850,The Del McCoury Band - A Far Cry,0.061557
1003,Cornel Campbell - Screwface,0.060998
327,John Scofield - Rule Of Thumb,0.0606
1516,Furry Lewis - Baby You Don't Want Me,0.060115
233,Vendredi 13 - Frequency 7,0.060046
1636,Rihanna - Umbrella,0.059744
1070,Nitty Gritty Dirt Band - Snowballs,0.059195
1048,Dire Straits - Once Upon A Time In The West,0.059108
302,Tranquility Base - Surrender,0.058893
950,Cat Stevens - Moonshadow (Live),0.058783
1841,2Pac (Tupac) - How Do U Want It,0.058722
1501,Kai Winding - Doodlin',0.058499
1116,Jazzy Jeff & The Fresh Prince - Parents Just Don't Understand,0.058206
1820,Sam Bush - Mr. Freddie,0.058135
884,FC Kahuna - Machine Says Yes,0.057875
1752,Meg Hutchinson - Vanishing Points,0.057796
678,D - Nox & Beckers - Jet Lag Slave,0.057409
1562,Sarah McLachlan - Train Wreck,0.057336
1166,John Prine - It's A Cheating Situation,0.057306
1278,Whodini - One Love,0.057212
1854,The Del McCoury Band - Asheville Turnaround,0.057103
508,Gospel Four - It's Just A Matter Of Time,0.057098
426,Scorpions - Still Loving You,0.057054
371,Luis Miguel - La Incondicional,0.056962
338,Bonerama - Louie's Perch,0.056752
920,Dan Crary - Reedie's Blues,0.056574
1263,Plastic Little - Hola Plastique,0.056406
1231,Critters Buggin - 5?4 F.T.D.,0.056355
1569,Staind - Outside,0.05627
1574,Joe Camilleri & Nicky Bomba - Better Must Come,0.056118
328,George Michael - Fastlove (Forthright Edit),0.055889
567,Lowell Fulson - Western Union Blues,0.055855
910,Dan Crary - Tom & Jerry,0.055697
677,The Commodores - Easy,0.055499
934,Jackie Wilson - Lonely Teardrops,0.055333
1108,"Verdi, Giuseppe - Falstaff, Opera",0.055166
1840,2Pac (Tupac) - Against All Odds,0.055134
1712,Z-Ro - Keep On (Chopped & Screwed),0.055017
764,Indigo Girls - Blood And Fire,0.055016
1253,Prince - Kiss (Extended Version),0.05492
516,Sonny Rollins - Moritat (Mack The Knife),0.054642
791,Delroy Wilson - I Can't Help Myself,0.054571
1616,Public Enemy - Rebel Without A Pause,0.054298
449,Arrested Development - People Everyday (Reprise),0.054237
186,Gladys Knight & The Pips - Best Thing That Ever Happened To Me,0.054204
1552,Toots & The Maytals - Never You Change (Reggae Version),0.054105
1798,Paul Baloche - Your Name,0.054003
408,Mojo Nixon and the Toadliquors (Holiday) - Boogie Woogie Santa Claus,0.053843
440,Three Days Wait - Beautiful Baby,0.05381
1059,Brian Eno - Zawinul ? Lava,0.053784
1113,"Verdi, Giuseppe - Nabucco, Opera (Nabucodonosor)",0.053709
766,Indigo Girls - Left Me A Fool,0.053669
277,Otis Spann - I'm Ready,0.053606
1238,Mose Andrews - Ten Pound Hammer,0.053559
73,Jens Lekman - The Wrong Hands,0.053379
1825,As One - Contours,0.053303
897,Kidz In The Hall - Wassup Jo',0.053107
343,Chick Corea Elektric Band - Passage,0.052766
747,Ian Van Dahl - Castles In The Sky,0.052692
705,Al Stewart - On The Border,0.052682
1800,Bassnectar - Creation Lullabye,0.052382
271,Lucy Kaplansky - I Had Something,0.052298
227,Johannes Linstead - Cielo Azul,0.05225
1738,Preston Reed - Tractor Pull,0.051651
639,Dean Martin - Memories Are Made Of This,0.051625
997,Ruben Studdard - Goin' Up Yonder,0.051429
1813,Sam Bush - Big Mon,0.051399
1237,The Young Tradition - Lyke Wake Dirge,0.051323
1314,Lee Morgan - Hocus Pocus,0.051214
102,"Bing Crosby - It's Been A Long, Long Time",0.051194
1679,Doc Watson - Little Sadie,0.051173
584,The Manhattans - Kiss And Say Goodbye,0.050795
105,The George Lewis Band - Pork Chop,0.050765
41,Ella Fitzgerald - Desafinado (Slightly Out Of Tune),0.050483
874,Aterciopelados - Bolero Falaz,0.050433
1244,Midnight Star - No Parking,0.050048
667,Uncle Earl - Booth Shot Lincoln,0.050035
800,Ralph Stanley & The Clinch Mountain Boys - Beautiful Star Of Bethlehem,0.050019
269,Raekwon - Ice Cream,0.049968
1669,Brett Dennen - One Who Loves You The Most,0.049921
1352,James Brown - Cold Sweat (Part 1),0.04983
1819,Sam Bush - Girl Of The North Country (live),0.049762
1652,Robin Guthrie & Harold Budd - Childhood Lost,0.049759
711,The National - Fake Empire,0.049692
1164,Reik - Me Duele Amarte,0.049674
1063,Nitty Gritty Dirt Band - Fish Song,0.049597
1808,Sugarloaf - Green-Eyed Lady,0.049293
606,The Ray Conniff Singers (Holiday) - Silver Bells,0.049287
151,Waylon Jennings - San Francisco Mabel Joy,0.049195
447,Vengaboys - We Like To Party!,0.048704
23,RJD2 - Solomon Jones,0.048598
763,N.W.A. - Real Niggaz Don't Die,0.048293
1464,Jennie Arnau - Float On,0.04807
715,The National - Start A War,0.048063
1211,Mixmaster Mike - Bazooka Kanyon,0.048008
697,Brother Ali - Uncle Sam Goddamn,0.047816
1074,Jimmy Somerville - To Love Somebody,0.04781
223,Gleisberg - Indian Garden,0.047689
1232,Down To The Bone - Cellar Funk,0.047541
757,Kate Rusby - The Lark,0.047513
152,Waylon Jennings - Are You Sure Hank Done It This Way,0.04751
927,Los Rieleros Del Norte - Abrazado De Un Poste,0.047488
819,Corona - Rythym Of The Night,0.047302
218,Blind Blake - Depression's Gone From Me Blues,0.04725
893,Sonicflood - I Could Sing Of Your Love Forever,0.046779
1324,The Beatles - Within You Without You,0.046755
1863,"The Dukes Of Dixieland - Sunrise, Sunset",0.046548
1179,Don Ross - Klimbim,0.046438
95,Jurgen Paape - Take That,0.046426
387,Chayanne - Y Tu Te Vas,0.046191
91,Robbie Seay Band - Love Wins,0.046081
603,Doc & Merle Watson - Gambler's Yodel,0.046024
1790,The Dirty Projectors - On The Beach,0.045768
1717,Junior Brown - Freeborn Man,0.045686
319,Jimmy Cliff - Look At The Mountains,0.045391
1549,Toots & The Maytals - Pressure Drop,0.045058
1521,Brian Culbertson - Say What? (feat. Steve Cole),0.045014
754,Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.044777
935,Wes Montgomery - Full House (Live),0.044758
1614,Public Enemy - Don't Believe The Hype,0.044744
669,Jack Jones - Luck Be A Lady,0.044591
235,Ned Luberecki - Emergency Pulloff,0.044411
805,Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.044201
242,Sound Providers - Autumn's Evening Breeze,0.044099
1751,la sonora dinamita ? la sonora tropicana - Mi Cucu,0.043942
1807,Keith Oxman - Serenity,0.043913
1236,Clifford Brown - Love Is A Many Splendored Thing,0.043904
570,Lowell Fulson - Guitar Shuffle,0.043884
1733,Cedar Walton Trio - I Mean You,0.043302
498,Conjure One - Extraordinary Way (Antillas Mix),0.043294
852,Talib Kweli - Supreme Supreme,0.043198
1212,"Jim Taylor - Little Rose Is Gone, Billy In The Lowground",0.043161
1723,Junior Brown - Where Has All the Money Gone?,0.04316
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.042982
981,Pete Robbins - Screwgun,0.042891
1763,Tommy Flanagan Trio - Eclypso,0.042604
550,Jeff Lorber - Chopsticks,0.042338
1802,Jim Henry+Brooks Williams - Angie,0.04229
1136,Roberto Roena - El Pueblo Pide Que Toque,0.042121
114,Bill Monroe - Molly & Tenbrooks,0.042092
703,The Royal Guardsmen - Snoopy Vs. The Red Baron,0.041997
977,Lucky Thompson - Jeep's Blues,0.04165
122,Sean Hayes - Rattlesnake Charm (Dream Machine),0.041639
1210,"Khachaturian, Aram - Masquerada, Suite From The Incidental Music For Orchestra (or Piano)",0.041438
675,The Commodores - Lady (You Bring Me Up),0.041438
1125,Groove Coverage - Runaway,0.04135
452,Royal Crown Revue (Holiday) - Baby It's Cold Outside (feat. Vicky Tafoya),0.04131
82,Tricky - Aftermath,0.04119
1855,The Del McCoury Band - Fire And The Flame,0.041137
629,Toquinho & Paulinho Da Viola - Tarde Em Itapoa (live),0.040981
1181,La Sonora Dinamita - A Mover La Colita,0.040883
1147,"Raina Rose - Evergreen House, 2nd Floor",0.040762
713,The National - Fake Empire (Live),0.040749
1255,Prince - I Wanna Be Your Lover,0.040693
1208,Big Al Carson (Holiday) - Santa Claus Is Comin' To Town,0.040686
1290,Donnie McClurkin - He's Calling You,0.04058
1104,Ziggy Marley - Friend,0.040558
1619,Nick Drake - Here Come The Blues,0.040208
991,Various Artists? 50 Most Loved Christmas Carols (Holiday) - In The Bleak Midwinter,0.0402
1557,Sarah McLachlan - Hold On (Live),0.040012
204,BBC Big Band Orchestra - On The Sunny Side Of The Street,0.039998
1684,Doc Watson - Eastbound Train (Live),0.039751
209,J-Dilla - Won't Do (Instrumental),0.039708
895,Kidz In The Hall - The In Crowd,0.039696
1672,Chino Espinoza -Los Duenos Del Son - Hector Lavoe Medley,0.039623
184,Chubby Checker - Let' Stwist Again,0.039555
887,Little Walter - Bad Acting Woman,0.039343
1734,Lee Ann Womack - I Hope You Dance,0.039195
1781,Goodie Mob - Soul Food,0.039049
1246,Tim O'Brien - Johnny Don't Get Drunk ? Rye Straw,0.039003
1587,Hugo Montenegro & His Orchestra - Theme From A Fistful Of Dollars,0.03899
937,Wes Montgomery - Watch What Happens,0.038701
1001,Brandi Carlile - Throw It All Away,0.038662
1306,Digital Underground - Same Song,0.038648
654,Heritage Hall Jazz Band (Holiday) - Silver Bells,0.038526
1513,Furry Lewis - Mistreatin' Mama,0.038509
1481,Stevie Wonder - Ribbon In The Sky,0.03848
591,Mickey Hart & Zakir Hussain - Tars,0.038456
790,Gotan Project - El Capitalismo Foraneo,0.038333
650,Justin Timberlake - Rock Your Body,0.038307
189,Underworld - Born Slippy,0.038251
769,"Anthony Wonsey Trio - Just You, Just Me",0.038203
1791,The Dirty Projectors - Rise Above,0.038117
1692,Pee Wee Hunt & His Orchestra - Twelfth Street Rag,0.038114
749,Bobo Thomas - Catfish Blues,0.037772
1784,Phil Wickham - Jesus Lord Of Heaven,0.037708
312,Cal Bennett - Whole Soul Stroll (Live),0.037624
1725,The Pogues - The Band Played Waltzing Matilda,0.037548
289,Josh White - Uncle Sam Says,0.037437
18,Little Milton - Penitentiary Blues,0.037408
523,Labelle - Lady Marmalade,0.037389
58,Classified Project - Resurrection (Original),0.037385
