id,song,country
1573,Andrae Crouch - Soon And Very Soon,0.055548
1099,Social Distortion - Bad Luck,0.055333
1185,Hillsong & Delirious? - I Could Sing Of Your Love Forever,0.055152
948,Cat Stevens - Wild World,0.055129
777,Daddy Yankee - Cuentame,0.054882
1174,Los Lobos - Let's Say Goodnight,0.054747
1648,Tokyo Police Club - Be Good,0.054682
1630,Joseph Arthur - Favorite Girl,0.054633
286,The Jam - In The City,0.054615
1749,Explosions In The Sky - A Slow Dance,0.054399
616,The Crests - Angels Listened In,0.05432
1497,Van Morrison - Gloria (Performed By Them),0.054233
1576,Mike Dowling - Mean Old Frisco,0.054179
285,The Jam - Man In The Corner Shop,0.054175
456,Skid Row - 18 And Life,0.053862
712,The National - Green Gloves,0.05368
1104,Ziggy Marley - Friend,0.053662
439,Reuben Morgan - Hear Our Praises,0.053475
1711,The Heavenly Music Association - Alain,0.05346
930,Los Rieleros Del Norte - Fue Mentira,0.053254
828,Port O'Brien - Anchor,0.053025
817,Your Vegas - Troubled Times,0.052987
713,The National - Fake Empire (Live),0.052325
570,Lowell Fulson - Guitar Shuffle,0.052281
1176,Don Ross - Berkley Springs,0.051837
1310,Billy Preston - Outa-Space,0.051732
269,Raekwon - Ice Cream,0.051503
566,Alison Krauss - When You Say Nothing At All,0.051397
605,The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.051364
1784,Phil Wickham - Jesus Lord Of Heaven,0.051357
1057,James Cotton - Blues For Jacklyn,0.051328
1139,Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.051227
1691,Pee Wee Hunt & His Orchestra - Charleston,0.051194
1513,Furry Lewis - Mistreatin' Mama,0.051108
532,Kokomo Arnold - Milk Cow Blues,0.051101
454,Skid Row - I Remember You,0.05095
869,Willie Banks - God's Goodness,0.050721
1487,Sky Saxon - Love Dog,0.050627
1703,Flatfoot 56 - Brotherhood,0.05049
1646,Tokyo Police Club - In A Cave,0.050451
888,Little Walter - Blue Baby Hard Times,0.050249
1241,Shadows Of Knight - I'll Make You Sorry,0.050234
1132,Men Of Steel - In Flagrante (Live),0.05008
1582,Winters - Mark My Word,0.049834
969,Enanitos Verdes - Lamento Boliviano,0.049729
1293,Loreena McKennitt (Holiday) - The Stockford Carol,0.049719
500,Anointed - Mighty Long Way,0.049496
1002,Cornel Campbell - Concrete Jungle,0.049308
942,Guns N' Roses - Patience,0.048774
1246,Tim O'Brien - Johnny Don't Get Drunk ? Rye Straw,0.048766
1791,The Dirty Projectors - Rise Above,0.048753
251,The Animals - See See Rider,0.048659
373,Luis Miguel - Hasta Que Me Olvides,0.048628
99,Deepak Chopra & Adam Plack - Valentine To Tagore,0.048369
354,James P. Johnson - I've Got A Feeling I'm Falling,0.048206
184,Chubby Checker - Let' Stwist Again,0.048161
568,Lowell Fulson - Reconsider Baby,0.048032
1210,"Khachaturian, Aram - Masquerada, Suite From The Incidental Music For Orchestra (or Piano)",0.047975
252,Flyleaf - All Around Me,0.047959
281,Otis Spann - Rock Me Mama,0.047905
294,Josh White - Trouble,0.04782
282,C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.047691
1794,Naama Hillman - Falling,0.047681
1114,"Verdi, Giuseppe - Requiem Mass, For Soloists, Chorus & Orchestra (Manzoni Requiem)",0.047512
1697,Alter Bridge - Before Tomorrow Comes,0.047037
1613,The Christmas Jug Band (Holiday) - Boogie Woogie Santa Claus,0.047017
726,Fugazi - Polish,0.046952
1162,Waco Brothers - Missing Link,0.046565
1827,Clint Mansell & Kronos Quartet - Lux Aeterna,0.046414
641,Dean Martin - Ain't That A Kick In The Head,0.046352
292,Josh White - New Milk Cow Blues,0.046114
1798,Paul Baloche - Your Name,0.046062
18,Little Milton - Penitentiary Blues,0.046037
912,Dan Crary - Hot Pursuit,0.046026
598,Sex Pistols - New York,0.046025
128,Shinedown - Burning Bright,0.045926
1570,Staind - Right Here,0.045789
1776,Kate Nash - Habanera,0.045744
732,Gene Ammons - My Romance,0.045727
387,Chayanne - Y Tu Te Vas,0.04569
552,Lyle Lovett - North Dakota,0.045389
1087,AC?DC - Who Made Who,0.045346
437,Lazy Lester - I'm Gonna Miss You (Like The Devil),0.045012
970,Enanitos Verdes - Tu Carcel,0.044721
1157,The Essex - Easier Said Than Done,0.044676
1530,Marvin Gaye - I'll Be Doggone,0.04467
631,"Couperin, Francois - L'Espagnole (La Visionnaire), For 2 Violins & Continuo (Les Nations)",0.044514
116,Sharon Jones & The Dap-Kings - Let Them Knock,0.044504
1706,Natasha Bedingfield - Pocketful Of Sunshine,0.044401
656,Trey Anastasio - Sleep Again,0.044333
397,Smokie Norful - I Understand,0.043946
1141,Lou Blackburn - I Cover The Waterfront,0.043868
426,Scorpions - Still Loving You,0.043867
250,The Animals - I Put A Spell On You,0.043828
761,The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.043787
569,Lowell Fulson - Everyday I Have The Blues,0.043762
1702,Ronnie Earl & Duke Robillard - Lookin For Trouble,0.043663
816,Your Vegas - It Makes My Heart Break,0.043542
276,Jo Dee Messina - Lesson In Leavin',0.043497
1709,Antonio Aguilar - Mi Ranchito,0.043258
562,Alison Krauss - Everytime You Say Goodbye,0.043233
1777,Kate Nash - Pumpkin Soup,0.042922
1586,Beres Hammond - Rock Away,0.042889
51,Earthless - Cherry Red,0.042764
645,Jay Reatard - Turning Blue,0.042561
1109,"Verdi, Giuseppe - La Forza Del Destino, Opera",0.04253
1035,"Boccherini, Luigi - Symphony In D Major, G. 503 (Op. 12?1)",0.04239
1557,Sarah McLachlan - Hold On (Live),0.042359
113,Robert Johnson - I'm A Steady Rollin' Man,0.041902
249,The Animals - Don't Bring Me Down,0.041869
1137,Ella Fitzgerald & Louis Armstrong - Love Is Here To Stay,0.041848
39,Ella Fitzgerald - My Man,0.041782
709,Krum Bums - Fall,0.041703
557,Tristeza - Abrazo Distante,0.041355
1591,Bryan Lee - Just Like A Fish,0.041208
1368,The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.041031
473,Yellowman - Build A Roof Over Your Head,0.041007
1031,"Boccherini, Luigi - Symphony In A Major, G. 498 (Op. 21?6)",0.04086
173,"Rachmaninov, Sergey - Preludes (13) For Piano, Op. 32",0.040837
1468,Passion - Awesome Is The Lord Most High,0.040639
626,Orchestral Manoeuvres In The Dark - If You Leave,0.040576
1507,Los Checkmates - I Think We're Alone Now,0.04055
1177,Don Ross - Blue Bear,0.040388
261,Antonio Carlos Jobim - Tide,0.040373
718,Spyro Gyra - Summer Fling,0.040359
1181,La Sonora Dinamita - A Mover La Colita,0.040162
953,The Black Angels - You On The Run,0.040114
279,Otis Spann - Home To Mississippi,0.039961
1689,Filter - The Only Way (Is The Wrong Way),0.039954
581,Mary Chapin Carpenter - Right Now,0.039866
1426,Jr. Walker & The All Stars - Cleo's Mood,0.039853
1419,The Rolling Stones - 19th Nervous Breakdown,0.039713
918,"Dan Crary - The Fermoy Lass, The Man Of The House",0.039708
1559,Sarah McLachlan - I Love You,0.039624
1694,"Fiorillo, Federigo - Concerto For Violin & Orchestra No 1 In F",0.039611
554,Lyle Lovett - That's Right (You're Not From Texas),0.039579
404,The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.03956
135,Butch Engle & The Styx - Hey I'm Lost,0.039512
1504,)EIB( - Forgotten,0.039439
411,Wumpscut - Opening The Gates Of Hell,0.03934
1062,Nitty Gritty Dirt Band - Togary Mountain,0.039168
646,Jay Reatard - We Who Wait,0.039009
1802,Jim Henry+Brooks Williams - Angie,0.038852
124,Lifehouse - First Time,0.038849
1846,Rilo Kiley - Breakin' Up,0.03881
949,Cat Stevens - Don't Be Shy,0.038745
1296,Joey Ramone - Like A Drug I Never Did Before,0.038726
427,Scorpions - No One Like You,0.038686
31,Ella Fitzgerald - I Don't Want To Take A Chance,0.038653
1322,The Beatles - Maxwell's Silver Hammer,0.038606
1248,"Will Bradley & His Orchestra - When You And I Were Young, Maggie",0.038479
832,Gaither Vocal Band - Swing Down Chariot,0.037757
1438,Eric Clapton & Duane Allman - Mean Old World,0.037714
1110,"Verdi, Giuseppe - La Traviata, Opera",0.03764
1149,Converge - For You (Live),0.037516
619,Foo Fighters - Low,0.037124
201,The Cars - Since You're Gone,0.036994
28,Coles Whalen - The Hand That Gives The Rose,0.036878
1275,Laurie Z. - The Mysterious Painter,0.036853
1321,The Beatles - I Feel Fine,0.036771
1565,Traffic - Smiling Phases,0.036524
215,O-Shen - Tropically Fine,0.036518
111,Robert Johnson - Walkin' Blues,0.036496
1465,Passion - No One Like You ? David Crowder Band,0.036493
655,Trey Anastasio - Come As Melody,0.0364
633,"Couperin, Francois - In Lectulo Meo",0.036378
1097,Johnny Maestro & The Crests - Angels Listened In,0.036355
1473,The Four Aces - Mister Sandman,0.035996
1612,John Tesh - Key Of Love (live),0.035933
499,"Crosby, Stills, Nash & Young - Woodstock",0.035911
834,Teddy Wilson - I've Got A Crush On You,0.035878
231,Fred Hammond - Celebrate (He Lives),0.035807
957,Tex Beneke - I Know,0.035786
1287,The Coup - Wear Clean Draws,0.035668
1444,"Dittersdorf, Karl Ditters von - Sinfonia In A Major, (""Sinfonia Nazionale Nel Gusto Di Cinque Nazioni""), Grave A10",0.035528
464,Chuck Berry (Holiday) - Run Rudolph Run,0.035443
1212,"Jim Taylor - Little Rose Is Gone, Billy In The Lowground",0.035327
630,New York Dolls - Mystery Girls (Planet Studios Demo),0.035245
1067,Nitty Gritty Dirt Band - I Saw The Light,0.035152
295,Peggy Lee & Art Lund (Holiday) - Winter Weather,0.03508
1387,Foghat - Night Shift,0.034962
896,Kidz In The Hall - The Pledge,0.034949
621,Ben Jelen - Where Do We Go,0.034848
784,Adele - Hometown Glory,0.03482
330,George Michael - Father Figure,0.034697
98,Retrosic - Desperate Youth,0.034657
1150,Converge - Homewrecker,0.034633
1653,Jake Schepps - Bluff's Collar,0.034557
1440,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 1 In C Major (""Die Vier Weltalter"")",0.034545
642,Dean Martin - Mr. Wonderful (Live),0.034416
1645,Tokyo Police Club - Graves,0.034397
917,Dan Crary - Senso Unico,0.034385
1050,Dire Straits - Walk Of Life,0.034306
883,Duran Duran - Ordinary World,0.0343
277,Otis Spann - I'm Ready,0.034214
1037,"Boccherini, Luigi - Symphony In E Flat Major, G. 513 (Op. 35?5)",0.034192
931,Los Rieleros Del Norte - Me Quieres Matar De Celos,0.034161
977,Lucky Thompson - Jeep's Blues,0.033884
1732,Ascend - The Obelisk Of Kolob,0.033753
345,KMFDM - Don't Blow Your Top,0.033455
548,Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.033335
1261,A Teens - S.O.S,0.033276
981,Pete Robbins - Screwgun,0.033271
1443,"Dittersdorf, Karl Ditters von - Divertimento Fur Violine, Viola Und Violoncello D Major",0.033238
1291,Donnie McClurkin - We Fall Down (Live),0.033125
531,John Danley - Whispering Blue,0.03308
1004,Sodom - Procession To Golgotha,0.032928
829,Port O'Brien - I Won't Look Back,0.032884
1683,Doc Watson - Banks Of The Ohio (Live),0.032775
1036,"Boccherini, Luigi - Symphony In D Minor (""La Casa Del Diavolo""), G. 506 (Op. 12?4)",0.032749
845,The Pharcyde - Runnin',0.032685
262,Antonio Carlos Jobim - Agua De Beber,0.032666
778,Daddy Yankee - Gasolina,0.032589
902,Dredg - Sang Real (Live),0.032536
1418,The Rolling Stones - Start Me Up,0.03248
140,Say Anything - Surgically Removing The Tracking Device,0.032478
1081,AC?DC - For Those About To Rock (We Salute You),0.032436
1082,AC?DC - Have A Drink On Me,0.032397
1140,Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.032276
195,The Jackson Southernaires - I Need You To Hold My Hand,0.031984
911,Dan Crary - Amsterdance,0.031963
515,Sonny Rollins - Manhattan,0.031943
1361,Gyptian - Take Me Higher,0.031913
920,Dan Crary - Reedie's Blues,0.031889
1474,Stevie Wonder - Higher Ground,0.031846
457,Skid Row - Big Guns,0.031759
435,Lazy Lester - Nothing But The Devil,0.031636
1015,"Boccherini, Luigi - Cello Concerto In E Flat Major, G. 474",0.031569
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.031502
1524,Marvin Gaye - Mercy Mercy Me,0.031357
565,Alison Krauss - Don't Follow Me,0.031302
830,Port O'Brien - Tree Bones,0.031275
88,Christmas Cookies (Holiday) - White Christmas,0.031231
433,Lazy Lester - A Woman,0.031089
717,Spyro Gyra - Believe,0.030979
192,Jackson 5 - I Want You Back,0.030936
112,Robert Johnson - Traveling Riverside Blues,0.03087
594,"Boyce, William - Trio Sonata No. 6 In B Flat Major",0.030752
1156,Creative Music Services Musicians (Holiday) - O Christmas Tree,0.030731
945,Guns N' Roses - Live And Let Die,0.030729
1471,Raveonettes (Holiday) - The Christmas Song,0.030712
629,Toquinho & Paulinho Da Viola - Tarde Em Itapoa (live),0.030604
1619,Nick Drake - Here Come The Blues,0.03031
1772,David Grisman & Tony Rice - O Solo Mio,0.030305
1049,Dire Straits - Sultans Of Swing,0.030266
1006,"Boccherini, Luigi - Symphony In E Flat Major, G. 510 (Op. 35?2)",0.030214
652,Dan Deacon - Trippy Green Skull,0.030202
100,Deepak Chopra & Adam Plack - Serenity,0.030073
27,Secret Machines - Lightning Blue Eyes,0.030025
119,"Sharon Jones & The Dap-Kings - 100 Days, 100 Nights",0.029876
1695,Robert Cray - Nothin' But A Woman,0.029864
488,Larry Carlton - Layla,0.029837
907,Loquat - Slow Fast Wait & See,0.02973
740,Phil Collins - Another Day In Paradise (Live),0.029656
1214,Les Brown And His Band Of Renown - The Sweetheart Of Sigma Chi,0.029588
265,Antonio Carlos Jobim - The Girl From Ipanema,0.029528
470,Cab Calloway - Limehouse Blues,0.0295
541,Black Lips - O Katrina!,0.02945
538,Dan Gibson - Adventureous Spirit,0.029393
923,Augustus Pablo - Black Gunn,0.029308
592,The Mission UK - Love Me To Death,0.029241
618,Foo Fighters - No Way Back,0.029198
1077,AC?DC - Back In Black,0.029178
1075,Johnny Adams - Not Trustworthy (A Lyin' Woman),0.029009
983,B.B. King & John Popper (Holiday) - Back Door Santa,0.028962
1209,Joe Diffie - White Lightning,0.028912
253,Flyleaf - Sorrow,0.028909
1643,The Troggs - Wild Thing,0.02888
573,Jesse Harris - Morning In A Strange City (Cafe),0.028774
203,BBC Big Band Orchestra - I'm Getting Sentimental Over You,0.02874
1400,Liquid Mind - My Orchid Spirit,0.028691
1319,Fergie - Big Girls Don't Cry,0.028679
622,Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.028651
442,Little Feat - Oh Atlanta,0.028646
924,Augustus Pablo - East Africa,0.02854
1085,AC?DC - Rock And Roll Ain't Noise Pollution,0.028535
997,Ruben Studdard - Goin' Up Yonder,0.028482
944,Guns N' Roses - Knockin' On Heaven's Door,0.028458
68,Outkast - Ms. Jackson,0.028336
226,Keith Sweat (Holiday) - It's Christmas Again,0.028311
197,The Sword - Celestial Crown,0.02829
1083,AC?DC - Moneytalks,0.028052
1796,Seu Jorge - Rebel Rebel,0.027945
376,Willie Nix - Prison Bound Blues,0.02781
506,Stars Of The Lid - A Meaningful Moment Through A Meaning(Less) Process,0.027703
1032,"Boccherini, Luigi - Symphony In B Flat Major, G. 497 (Op. 21?5)",0.027645
542,Black Lips - Veni Vidi Vici,0.027635
342,Chick Corea Elektric Band - Lifescape,0.027595
1283,Ratt - You Should Know By Now,0.027537
527,John Danley - Hickory,0.027532
1107,"Verdi, Giuseppe - Il Trovatore, Opera",0.027529
1307,Hilltop Hoods - The Soul Of The Beat,0.027477
355,James P. Johnson - Keepin' Out Of Mischief Now,0.027469
1803,Jim Henry+Brooks Williams - Gender Bender,0.027402
199,Sheryl Crow (Holiday) - Run Rudolph Run,0.027351
1297,Joey Ramone - What A Wonderful World,0.027334
1547,Toots & The Maytals - 54-56 Was My Number,0.027086
1770,David Grisman & Tony Rice - Grandfather's Clock,0.027028
1034,"Boccherini, Luigi - Symphony In D Major, G. 496 (Op. 21?4)",0.026983
268,Raekwon - Verbal Intercourse,0.026941
428,Scorpions - Rock You Like A Hurricane,0.026921
1699,Alter Bridge - One By One,0.026919
1684,Doc Watson - Eastbound Train (Live),0.026851
1020,"Boccherini, Luigi - Quintet For Guitar & Strings In E Minor, G. 451 (arrangement Piano Quintet, G. 407)",0.02684
1394,Marvin Sapp - Perfect Peace,0.026724
1549,Toots & The Maytals - Pressure Drop,0.026679
742,Phil Collins - You'll Be In My Heart,0.026645
1738,Preston Reed - Tractor Pull,0.026614
96,Tommy Jarrell - The Drunken Hiccups,0.026535
1795,Seu Jorge - O Samba Tai,0.026413
348,Peter White - What Does It Take To Win Your Love,0.026407
483,Butch Thompson (Holiday) - Ave Maria,0.026386
1806,El Lebrijano - Presidiarios Con Sus Caenas,0.026355
204,BBC Big Band Orchestra - On The Sunny Side Of The Street,0.026221
926,Augustus Pablo - Maka,0.026207
808,Lee Ritenour & Larry Carlton - Crosstown Kids,0.026136
1179,Don Ross - Klimbim,0.025836
1529,Marvin Gaye - I Want You,0.025822
1422,Fastball - 'Til I Get It Right,0.025748
434,Lazy Lester - My Home Is A Prison,0.0257
370,Luis Miguel - Ahora Te Puedes Marchar (I Only Want To Be With You),0.02564
1206,Pete Fountain - The Darktown Strutters' Ball,0.025543
797,Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.025464
812,Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.025462
29,Willie Colon & Ruben Blades - Ojos,0.025348
796,Fats Waller (Holiday) - Winter Weather,0.025189
708,"Cher - Gypsys, Tramps & Thieves",0.025104
1108,"Verdi, Giuseppe - Falstaff, Opera",0.025037
1208,Big Al Carson (Holiday) - Santa Claus Is Comin' To Town,0.024965
582,The High Violets - Sun Baby,0.024903
523,Labelle - Lady Marmalade,0.024901
1435,Eric Harringer & John Paul Lacey - Whispering Winds,0.024878
588,Kenny G - The Way You Look Tonight,0.024838
1864,An Albatross - Death Rides A Brown Horse,0.024772
1360,Gyptian - My Fadah Seh,0.024763
1220,David Massengill - Shamas Rides,0.024711
1080,AC?DC - Dirty Deeds Done Dirt Cheap,0.024679
1780,Christina Aguilera (Holiday) - This Christmas,0.024669
1023,"Boccherini, Luigi - Sonata for cello & continuo in G major, G. 5 (Six Sonatas No. 3)",0.024573
160,"Strauss, Richard - Salome, opera, Op. 54 (TrV 215)",0.024543
159,"Strauss, Richard - Der Rosenkavalier, Opera, Op. 59 (TrV 227)",0.024538
383,Simple Plan (Holiday) - My Christmas List,0.024404
462,Flip Phillips - Dream A Little Dream Of Me,0.024242
1644,Tokyo Police Club - Citizens Of Tomorrow,0.024205
1093,AC?DC - Thunderstruck,0.024186
1555,Toots & The Maytals - Schooldays,0.024168
751,Tommy Emmanuel - The Hunt,0.024096
1014,"Boccherini, Luigi - Cello Concerto In D Major, G. 483 (Op. 34)",0.024033
467,Soda Stereo - Ella Uso Mi Cabeza Como Un Revolver,0.024014
1159,"Harry Connick, Jr. - It Had To Be You",0.023989
1009,"Boccherini, Luigi - Symphony In D Major, G. 509 (Op. 35?1)",0.023745
78,"Schumann, Robert - Romances (3) for piano, Op. 28",0.02364
571,Lowell Fulson - I'm A Night Owl (Part 2),0.023583
763,N.W.A. - Real Niggaz Don't Die,0.02347
1790,The Dirty Projectors - On The Beach,0.023416
1747,Lutan Fyah - No More Suffering,0.023407
1552,Toots & The Maytals - Never You Change (Reggae Version),0.023307
795,Carlton Pearson - We've Come This Far By Faith,0.023195
511,Sonny Rollins - 'Round Midnight,0.02316
216,The Warlocks - Gypsy Nightmare,0.023137
489,Larry Carlton - Roll With It,0.023088
987,Rogue Wave - Endgame,0.023043
1680,Doc Watson - Walk On Boy,0.023042
754,Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.022945
1687,Filter - Hey Man Nice Shot,0.022839
919,Dan Crary - Cape Foulweather,0.022795
1500,Van Morrison - Domino,0.022715
121,Sharon Jones & The Dap-Kings - Nobody's Baby,0.022677
218,Blind Blake - Depression's Gone From Me Blues,0.022541
637,Dean Martin - On The Street Where You Live,0.022418
59,Franco De Vita - Como Decirte No,0.022335
1677,Doc Watson - Billy In The Low Ground (Live),0.022275
982,"Trebol Clan, Hector & Joan - Gata Fiera",0.022275
1402,Liquid Mind - In The Stillness,0.022275
747,Ian Van Dahl - Castles In The Sky,0.022273
627,Orchestral Manoeuvres In The Dark - Dreaming,0.022262
1302,Everton Blender - It's My Time,0.022152
1008,"Boccherini, Luigi - Symphony In C Major, G. 505 (Op. 12?3)",0.022106
1708,Lee Ann Womack (Holiday) - Let It Snow & Winter Wonderland,0.022022
792,Delroy Wilson - It's The Same Old Song,0.021953
524,? And The Mysterians - Can't Get Enough Of You Baby,0.02194
92,R.L. Burnside - When My First Wife Left Me,0.021917
925,Augustus Pablo - Give Praise (Norris Reid),0.021828
1352,James Brown - Cold Sweat (Part 1),0.021808
988,Rogue Wave - Ghost,0.021793
263,Antonio Carlos Jobim - Children's Games,0.021792
1160,"Harry Connick, Jr. - I Could Write A Book",0.021775
1781,Goodie Mob - Soul Food,0.021774
1748,Tom Rush - Mole's Moan,0.02155
1638,Lauryn Hill - Can't Take My Eyes Off Of You,0.021533
1272,The Roots - You Got Me,0.021515
1039,"Boccherini, Luigi - Symphony In C Major, G. 495 (Op. 21?3)",0.021503
791,Delroy Wilson - I Can't Help Myself,0.021405
349,Seal - Love's Divine (Live),0.021391
1810,Marky Ramone - Rockaway Beach,0.021386
965,Skafish (Holiday) - Jingle Bells,0.021293
1239,Drive-By Truckers - Sink Hole,0.021181
307,The Paul Butterfield Blues Band - Help Me,0.021064
398,Dj Alibi - Eglinton West Blues,0.021021
1751,la sonora dinamita ? la sonora tropicana - Mi Cucu,0.020988
1681,Doc Watson - Spike Driver Blues,0.020968
1335,The Beatles - All You Need Is Love,0.02089
1823,Roger - I Want To Be Your Man,0.020848
1088,AC?DC - Dirty Deeds Done Dirt Cheap (Live),0.020822
123,Hooverphonic - 2Wicky,0.020733
109,Robert Johnson - I Believe I'll Dust My Broom,0.020722
7,Deuter - Earthlight,0.02068
57,Whitney Houston (Holiday) - Joy To The World,0.020671
1063,Nitty Gritty Dirt Band - Fish Song,0.020566
960,Broken Social Scene - Fire Eye'd Boy,0.020557
1013,"Boccherini, Luigi - Cello Concerto In D Major, G. 476",0.020514
990,Rogue Wave - Perfect,0.020465
1616,Public Enemy - Rebel Without A Pause,0.020338
1717,Junior Brown - Freeborn Man,0.020337
1145,Daryl Coley - I Will Bless Your Name,0.020261
835,Teddy Wilson - In The Mood,0.020259
1309,Tipica 73 - Cachita,0.020239
1288,Donnie McClurkin - Again,0.020199
1375,Bunny Berigan - Sobbin' Blues,0.020106
593,"Boyce, William - Trio Sonata No. 4 In G Minor",0.020027
1294,Hillsong - God He Reigns ? All I Need Is You (Live),0.020021
755,Turn Me On Dead Man - 67 Dreams,0.019991
776,Boyz II Men (Holiday) - Let It Snow,0.01997
783,Katalyst - Time Bomb,0.019965
41,Ella Fitzgerald - Desafinado (Slightly Out Of Tune),0.019919
1562,Sarah McLachlan - Train Wreck,0.019903
847,The Pharcyde - Groupie Therapy (Instrumental),0.019879
613,"Chopin, Fryderyk - Waltzes (3) for piano, Op. 70, CT. 217-219",0.019815
841,G. Love & Special Sauce - Love,0.019814
1092,AC?DC - Highway To Hell,0.019788
1276,Kitty Kallen - Little Things Mean A Lot,0.019739
24,RJD2 - Things Go Better,0.019676
1170,Cal Tjader - Mambo In Miami,0.019665
1115,Mildred Bailey (Holiday) - I've Got My Love To Keep Me Warm (feat. Red Norvo),0.019602
1753,Roomful Of Blues (Holiday) - Have Yourself A Merry Little Christmas,0.019554
1842,2Pac (Tupac) - Keep Ya Head Up,0.01955
838,Teddy Wilson - Flyin' Home,0.019459
1782,Goodie Mob - The Day After,0.019448
555,Provision - Visualize,0.019438
1388,"Foghat - Ride, Ride, Ride",0.019407
1281,Ratt - Lay It Down,0.019335
688,Brodsky Quartet - I've Seen It All,0.019279
48,Robin Thicke - Complicated,0.019209
1588,Yuri Buenaventura - Salsa,0.019173
824,Sons And Daughters - Johnny Cash,0.019157
1804,Jim Henry+Brooks Williams - Malted Milk,0.019143
785,Adele - Right As Rain,0.019114
725,Fugazi - Merchandise,0.019078
1126,Groove Coverage - The End,0.01898
1371,Finger Eleven - Lost My Way,0.018878
723,Fugazi - Reprovisional,0.018863
526,Jean-Luc Ponty - Still In Love,0.018845
291,Josh White - Jesus Gonna Make Up My Dying Bed,0.018775
37,Ella Fitzgerald - It's Only A Paper Moon,0.018742
1467,Passion - All Creatures Of Our God And King,0.01872
950,Cat Stevens - Moonshadow (Live),0.018675
1390,Serena Ryder - Coconut Grove,0.018519
1475,Stevie Wonder - I Wish (Live),0.018454
1280,The David Grisman Quintet - Cedar Hill (live),0.018269
1327,The Beatles - Day Tripper,0.018268
517,Sonny Rollins - On A Slow Boat To China,0.018233
1183,"Yolanda Kondonassis (Holiday) - Bring A Torch, Jeannette, Isabella",0.018215
1720,Junior Brown - I Hung It Up,0.018186
103,Bing Crosby - When You Wore A Tulip (live),0.01814
106,John Renbourn - Trotto ? Saltarello,0.01814
1515,Furry Lewis - Why Don't You Come Home Blues,0.01813
120,Sharon Jones & The Dap-Kings - How Long Do I Have To Wait For You?,0.018046
1173,Kim Wilson - High & Lonesome (live),0.018044
1461,Del Tha Funkee Homosapien - Jaw Gymnastics (feat. Casual),0.018032
305,XTC - Roads Girdle The Globe,0.017977
724,Fugazi - Target,0.017947
586,The Mark Inside - Carousel,0.017915
1521,Brian Culbertson - Say What? (feat. Steve Cole),0.017818
1766,David Grisman & Tony Rice - Banks Of The Ohio,0.01772
1469,Passion - Here I Am To Worship,0.017672
1103,Ziggy Marley - Drive,0.017661
1678,Doc Watson - Jimmy's Texas Blues (Live),0.017658
1091,AC?DC - Hells Bells,0.017633
258,Antonio Carlos Jobim - Por Toda Minha Vida,0.017585
1094,AC?DC - For Those About To Rock,0.017583
138,Lester Young - Prisoner Of Love,0.017547
1785,Phil Wickham - Spirit Fall,0.017501
693,The Smokin' Joe Kubek Band - Mean Old World,0.017439
739,Georges Street - The Tartar Frigate,0.017356
909,John McEuen - Ryan William's Arrival In America,0.017348
1639,Lauryn Hill - Doo Wop (That Thing),0.017338
122,Sean Hayes - Rattlesnake Charm (Dream Machine),0.017326
1187,Magik Markers - Body Rot,0.017275
238,Victor Manuelle - Como Una Estrella,0.017183
932,Peaches & Herb - Shake Your Groove Thing,0.017139
1652,Robin Guthrie & Harold Budd - Childhood Lost,0.017124
1805,Jim Henry+Brooks Williams - On The Rollin' Sea,0.017092
513,Sonny Rollins - Ev'ry Time We Say Goodbye,0.017066
788,Dave & Ansel Collins - Nuclear Weapon,0.01705
236,Victor Manuelle - Sin Querer Queriendo,0.017025
809,Poppa Hop & His Orchestra (Holiday) - Merry Christmas Darling,0.017003
611,"Chopin, Fryderyk - Nocturnes (3) for piano, Op. 15, CT. 111-113",0.016993
1372,Finger Eleven - Stay And Drown,0.016866
1124,Styx - Renegade,0.016835
65,Outkast - The Way You Move,0.016823
118,Sharon Jones & The Dap-Kings - Cut That Line,0.016796
736,Band Of Horses - Our Swords,0.016783
214,Chuck Loeb - Fundamentally Sound,0.016771
1221,David Bowie - Ashes To Ashes,0.016736
1632,Rihanna - Break It Off,0.016682
1357,James Brown - Soul Power,0.016663
1224,"Cherubini, Luigi - Requiem No.2, For Male Chorus & Orchestra In D Minor",0.016656
572,"Lowell Fulson - No More, Pt. 1",0.016626
1324,The Beatles - Within You Without You,0.01659
996,Bill Connors - It Be FM,0.016577
750,Tommy Emmanuel - Endless Road,0.016554
